host,timestamp,metricType,value
HOST-115AF0E56D335A15,2025-04-26 13:01:00,CPU Usage %,0.7639872233072916
HOST-115AF0E56D335A15,2025-04-26 13:01:00,Disk Usage %,40.028363121880425
HOST-115AF0E56D335A15,2025-04-26 13:01:00,Memory Usage %,37.81281534830729
HOST-115AF0E56D335A15,2025-04-26 13:01:00,readOps Usage %,0.06573325395584106
HOST-115AF0E56D335A15,2025-04-26 13:01:00,writeOps Usage %,6.252622710333931
HOST-115AF0E56D335A15,2025-04-26 13:02:00,CPU Usage %,1.046295166015625
HOST-115AF0E56D335A15,2025-04-26 13:02:00,Disk Usage %,40.02793078952365
HOST-115AF0E56D335A15,2025-04-26 13:02:00,Memory Usage %,37.736246744791664
HOST-115AF0E56D335A15,2025-04-26 13:02:00,readOps Usage %,0.3090603748957316
HOST-115AF0E56D335A15,2025-04-26 13:02:00,writeOps Usage %,6.2779695126745425
HOST-115AF0E56D335A15,2025-04-26 13:03:00,CPU Usage %,1.1142069498697917
HOST-115AF0E56D335A15,2025-04-26 13:03:00,Disk Usage %,40.025577545166016
HOST-115AF0E56D335A15,2025-04-26 13:03:00,Memory Usage %,37.73714701334635
HOST-115AF0E56D335A15,2025-04-26 13:03:00,readOps Usage %,0.03313819939891497
HOST-115AF0E56D335A15,2025-04-26 13:03:00,writeOps Usage %,5.0932722091674805
HOST-115AF0E56D335A15,2025-04-26 13:04:00,CPU Usage %,0.6767679850260416
HOST-115AF0E56D335A15,2025-04-26 13:04:00,Disk Usage %,40.027222103542755
HOST-115AF0E56D335A15,2025-04-26 13:04:00,Memory Usage %,37.70973205566406
HOST-115AF0E56D335A15,2025-04-26 13:04:00,readOps Usage %,0.08251642187436421
HOST-115AF0E56D335A15,2025-04-26 13:04:00,writeOps Usage %,4.581079953246646
HOST-115AF0E56D335A15,2025-04-26 13:05:00,CPU Usage %,1.372467041015625
HOST-115AF0E56D335A15,2025-04-26 13:05:00,Disk Usage %,40.03118642171224
HOST-115AF0E56D335A15,2025-04-26 13:05:00,Memory Usage %,37.73640441894531
HOST-115AF0E56D335A15,2025-04-26 13:05:00,readOps Usage %,0.02506708602110545
HOST-115AF0E56D335A15,2025-04-26 13:05:00,writeOps Usage %,4.79945871565077
HOST-115AF0E56D335A15,2025-04-26 13:06:00,CPU Usage %,3.3170878092447915
HOST-115AF0E56D335A15,2025-04-26 13:06:00,Disk Usage %,40.03296788533529
HOST-115AF0E56D335A15,2025-04-26 13:06:00,Memory Usage %,37.7411142985026
HOST-115AF0E56D335A15,2025-04-26 13:06:00,readOps Usage %,0.0
HOST-115AF0E56D335A15,2025-04-26 13:06:00,writeOps Usage %,6.223776181538899
HOST-115AF0E56D335A15,2025-04-26 13:07:00,CPU Usage %,0.83087158203125
HOST-115AF0E56D335A15,2025-04-26 13:07:00,Disk Usage %,40.032464345296226
HOST-115AF0E56D335A15,2025-04-26 13:07:00,Memory Usage %,37.729044596354164
HOST-115AF0E56D335A15,2025-04-26 13:07:00,readOps Usage %,0.3095082640647888
HOST-115AF0E56D335A15,2025-04-26 13:07:00,writeOps Usage %,5.830370015568203
HOST-115AF0E56D335A15,2025-04-26 13:08:00,CPU Usage %,0.9011942545572916
HOST-115AF0E56D335A15,2025-04-26 13:08:00,Disk Usage %,40.030145009358726
HOST-115AF0E56D335A15,2025-04-26 13:08:00,Memory Usage %,37.72032674153646
HOST-115AF0E56D335A15,2025-04-26 13:08:00,readOps Usage %,0.08355056246121724
HOST-115AF0E56D335A15,2025-04-26 13:08:00,writeOps Usage %,4.553635974725087
HOST-115AF0E56D335A15,2025-04-26 13:09:00,CPU Usage %,0.821990966796875
HOST-115AF0E56D335A15,2025-04-26 13:09:00,Disk Usage %,40.031040615505646
HOST-115AF0E56D335A15,2025-04-26 13:09:00,Memory Usage %,37.723795572916664
HOST-115AF0E56D335A15,2025-04-26 13:09:00,readOps Usage %,0.0
HOST-115AF0E56D335A15,2025-04-26 13:09:00,writeOps Usage %,4.644655015733506
HOST-115AF0E56D335A15,2025-04-26 13:10:00,CPU Usage %,0.9461466471354166
HOST-115AF0E56D335A15,2025-04-26 13:10:00,Disk Usage %,40.03144878811307
HOST-115AF0E56D335A15,2025-04-26 13:10:00,Memory Usage %,37.7055409749349
HOST-115AF0E56D335A15,2025-04-26 13:10:00,readOps Usage %,0.0
HOST-115AF0E56D335A15,2025-04-26 13:10:00,writeOps Usage %,5.7641167110866975
HOST-115AF0E56D335A15,2025-04-26 13:11:00,CPU Usage %,0.66436767578125
HOST-115AF0E56D335A15,2025-04-26 13:11:00,Disk Usage %,40.033159467909066
HOST-115AF0E56D335A15,2025-04-26 13:11:00,Memory Usage %,37.6838124593099
HOST-115AF0E56D335A15,2025-04-26 13:11:00,readOps Usage %,0.0
HOST-115AF0E56D335A15,2025-04-26 13:11:00,writeOps Usage %,5.331571473015679
HOST-115AF0E56D335A15,2025-04-26 13:12:00,CPU Usage %,0.83367919921875
HOST-115AF0E56D335A15,2025-04-26 13:12:00,Disk Usage %,40.0327271355523
HOST-115AF0E56D335A15,2025-04-26 13:12:00,Memory Usage %,37.70727030436198
HOST-115AF0E56D335A15,2025-04-26 13:12:00,readOps Usage %,0.32572440306345624
HOST-115AF0E56D335A15,2025-04-26 13:12:00,writeOps Usage %,5.707787242200639
HOST-115AF0E56D335A15,2025-04-26 13:13:00,CPU Usage %,0.780853271484375
HOST-115AF0E56D335A15,2025-04-26 13:13:00,Disk Usage %,40.03041797214084
HOST-115AF0E56D335A15,2025-04-26 13:13:00,Memory Usage %,37.72017923990885
HOST-115AF0E56D335A15,2025-04-26 13:13:00,readOps Usage %,0.19273342688878378
HOST-115AF0E56D335A15,2025-04-26 13:13:00,writeOps Usage %,4.829851468404134
HOST-115AF0E56D335A15,2025-04-26 13:14:00,CPU Usage %,1.62481689453125
HOST-115AF0E56D335A15,2025-04-26 13:14:00,Disk Usage %,40.03132332695855
HOST-115AF0E56D335A15,2025-04-26 13:14:00,Memory Usage %,37.73902893066406
HOST-115AF0E56D335A15,2025-04-26 13:14:00,readOps Usage %,3.355631192525228
HOST-115AF0E56D335A15,2025-04-26 13:14:00,writeOps Usage %,13.164744324154325
HOST-115AF0E56D335A15,2025-04-26 13:15:00,CPU Usage %,1.4542744954427083
HOST-115AF0E56D335A15,2025-04-26 13:15:00,Disk Usage %,40.0318489074707
HOST-115AF0E56D335A15,2025-04-26 13:15:00,Memory Usage %,37.77184549967448
HOST-115AF0E56D335A15,2025-04-26 13:15:00,readOps Usage %,0.008207754542430242
HOST-115AF0E56D335A15,2025-04-26 13:15:00,writeOps Usage %,12.573673135704466
HOST-115AF0E56D335A15,2025-04-26 13:16:00,CPU Usage %,3.541107177734375
HOST-115AF0E56D335A15,2025-04-26 13:16:00,Disk Usage %,40.0339478386773
HOST-115AF0E56D335A15,2025-04-26 13:16:00,Memory Usage %,37.82128397623698
HOST-115AF0E56D335A15,2025-04-26 13:16:00,readOps Usage %,0.00845337100327015
HOST-115AF0E56D335A15,2025-04-26 13:16:00,writeOps Usage %,5.857261445787217
HOST-115AF0E56D335A15,2025-04-26 13:17:00,CPU Usage %,0.8963623046875
HOST-115AF0E56D335A15,2025-04-26 13:17:00,Disk Usage %,40.032769521077476
HOST-115AF0E56D335A15,2025-04-26 13:17:00,Memory Usage %,37.82459513346354
HOST-115AF0E56D335A15,2025-04-26 13:17:00,readOps Usage %,0.3177056908607483
HOST-115AF0E56D335A15,2025-04-26 13:17:00,writeOps Usage %,5.700008915530311
HOST-115AF0E56D335A15,2025-04-26 13:18:00,CPU Usage %,0.9498494466145834
HOST-115AF0E56D335A15,2025-04-26 13:18:00,Disk Usage %,40.030458662245
HOST-115AF0E56D335A15,2025-04-26 13:18:00,Memory Usage %,37.814595540364586
HOST-115AF0E56D335A15,2025-04-26 13:18:00,readOps Usage %,0.01663173983494441
HOST-115AF0E56D335A15,2025-04-26 13:18:00,writeOps Usage %,4.728496339586046
HOST-115AF0E56D335A15,2025-04-26 13:19:00,CPU Usage %,0.81689453125
HOST-115AF0E56D335A15,2025-04-26 13:19:00,Disk Usage %,40.0314080980089
HOST-115AF0E56D335A15,2025-04-26 13:19:00,Memory Usage %,37.794158935546875
HOST-115AF0E56D335A15,2025-04-26 13:19:00,readOps Usage %,0.07612667481104533
HOST-115AF0E56D335A15,2025-04-26 13:19:00,writeOps Usage %,5.184492409229279
HOST-115AF0E56D335A15,2025-04-26 13:20:00,CPU Usage %,1.52294921875
HOST-115AF0E56D335A15,2025-04-26 13:20:00,Disk Usage %,40.031555599636505
HOST-115AF0E56D335A15,2025-04-26 13:20:00,Memory Usage %,37.7990976969401
HOST-115AF0E56D335A15,2025-04-26 13:20:00,readOps Usage %,0.1963286598523458
HOST-115AF0E56D335A15,2025-04-26 13:20:00,writeOps Usage %,22.357351620992024
HOST-115AF0E56D335A15,2025-04-26 13:21:00,CPU Usage %,1.9263712565104167
HOST-115AF0E56D335A15,2025-04-26 13:21:00,Disk Usage %,40.03251690334744
HOST-115AF0E56D335A15,2025-04-26 13:21:00,Memory Usage %,37.73453267415365
HOST-115AF0E56D335A15,2025-04-26 13:21:00,readOps Usage %,0.0
HOST-115AF0E56D335A15,2025-04-26 13:21:00,writeOps Usage %,35.182185941272316
HOST-115AF0E56D335A15,2025-04-26 13:22:00,CPU Usage %,0.9596964518229166
HOST-115AF0E56D335A15,2025-04-26 13:22:00,Disk Usage %,40.032889895968964
HOST-115AF0E56D335A15,2025-04-26 13:22:00,Memory Usage %,37.7491200764974
HOST-115AF0E56D335A15,2025-04-26 13:22:00,readOps Usage %,0.3093902866045634
HOST-115AF0E56D335A15,2025-04-26 13:22:00,writeOps Usage %,5.930082533094619
HOST-115AF0E56D335A15,2025-04-26 13:23:00,CPU Usage %,0.6865641276041666
HOST-115AF0E56D335A15,2025-04-26 13:23:00,Disk Usage %,40.03054851955838
HOST-115AF0E56D335A15,2025-04-26 13:23:00,Memory Usage %,37.748270670572914
HOST-115AF0E56D335A15,2025-04-26 13:23:00,readOps Usage %,0.08424315849939983
HOST-115AF0E56D335A15,2025-04-26 13:23:00,writeOps Usage %,5.242214527395037
HOST-115AF0E56D335A15,2025-04-26 13:24:00,CPU Usage %,0.809967041015625
HOST-115AF0E56D335A15,2025-04-26 13:24:00,Disk Usage %,40.031472524007164
HOST-115AF0E56D335A15,2025-04-26 13:24:00,Memory Usage %,37.75553894042969
HOST-115AF0E56D335A15,2025-04-26 13:24:00,readOps Usage %,0.0
HOST-115AF0E56D335A15,2025-04-26 13:24:00,writeOps Usage %,4.372811860508389
HOST-115AF0E56D335A15,2025-04-26 13:25:00,CPU Usage %,1.3349507649739583
HOST-115AF0E56D335A15,2025-04-26 13:25:00,Disk Usage %,40.03182686699761
HOST-115AF0E56D335A15,2025-04-26 13:25:00,Memory Usage %,37.74415588378906
HOST-115AF0E56D335A15,2025-04-26 13:25:00,readOps Usage %,0.05823034048080444
HOST-115AF0E56D335A15,2025-04-26 13:25:00,writeOps Usage %,6.807857851187388
HOST-115AF0E56D335A15,2025-04-26 13:26:00,CPU Usage %,3.7630513509114585
HOST-115AF0E56D335A15,2025-04-26 13:26:00,Disk Usage %,40.03362909952799
HOST-115AF0E56D335A15,2025-04-26 13:26:00,Memory Usage %,37.86199951171875
HOST-115AF0E56D335A15,2025-04-26 13:26:00,readOps Usage %,0.2005213548739751
HOST-115AF0E56D335A15,2025-04-26 13:26:00,writeOps Usage %,9.617470078998142
HOST-115AF0E56D335A15,2025-04-26 13:27:00,CPU Usage %,0.9262288411458334
HOST-115AF0E56D335A15,2025-04-26 13:27:00,Disk Usage %,40.033257802327476
HOST-115AF0E56D335A15,2025-04-26 13:27:00,Memory Usage %,37.846781412760414
HOST-115AF0E56D335A15,2025-04-26 13:27:00,readOps Usage %,0.333091934521993
HOST-115AF0E56D335A15,2025-04-26 13:27:00,writeOps Usage %,5.972311735153198
HOST-115AF0E56D335A15,2025-04-26 13:28:00,CPU Usage %,0.9360555013020834
HOST-115AF0E56D335A15,2025-04-26 13:28:00,Disk Usage %,40.0308960808648
HOST-115AF0E56D335A15,2025-04-26 13:28:00,Memory Usage %,37.774739583333336
HOST-115AF0E56D335A15,2025-04-26 13:28:00,readOps Usage %,0.15018232663472494
HOST-115AF0E56D335A15,2025-04-26 13:28:00,writeOps Usage %,5.130532436900669
HOST-115AF0E56D335A15,2025-04-26 13:29:00,CPU Usage %,1.8471476236979167
HOST-115AF0E56D335A15,2025-04-26 13:29:00,Disk Usage %,40.03166580200195
HOST-115AF0E56D335A15,2025-04-26 13:29:00,Memory Usage %,37.765909830729164
HOST-115AF0E56D335A15,2025-04-26 13:29:00,readOps Usage %,0.07450218002001444
HOST-115AF0E56D335A15,2025-04-26 13:29:00,writeOps Usage %,22.723121100001865
HOST-115AF0E56D335A15,2025-04-26 13:30:00,CPU Usage %,1.29107666015625
HOST-115AF0E56D335A15,2025-04-26 13:30:00,Disk Usage %,40.02915488349067
HOST-115AF0E56D335A15,2025-04-26 13:30:00,Memory Usage %,37.77534484863281
HOST-115AF0E56D335A15,2025-04-26 13:30:00,readOps Usage %,0.0
HOST-115AF0E56D335A15,2025-04-26 13:30:00,writeOps Usage %,5.95709768931071
HOST-115AF0E56D335A15,2025-04-26 13:31:00,CPU Usage %,1.4888916015625
HOST-115AF0E56D335A15,2025-04-26 13:31:00,Disk Usage %,40.020277659098305
HOST-115AF0E56D335A15,2025-04-26 13:31:00,Memory Usage %,37.78296915690104
HOST-115AF0E56D335A15,2025-04-26 13:31:00,readOps Usage %,0.09311932325363159
HOST-115AF0E56D335A15,2025-04-26 13:31:00,writeOps Usage %,11.24383905198839
HOST-115AF0E56D335A15,2025-04-26 13:32:00,CPU Usage %,1.0895589192708333
HOST-115AF0E56D335A15,2025-04-26 13:32:00,Disk Usage %,40.02010642157661
HOST-115AF0E56D335A15,2025-04-26 13:32:00,Memory Usage %,37.76225789388021
HOST-115AF0E56D335A15,2025-04-26 13:32:00,readOps Usage %,0.3096346656481425
HOST-115AF0E56D335A15,2025-04-26 13:32:00,writeOps Usage %,6.4091847737630205
HOST-115AF0E56D335A15,2025-04-26 13:33:00,CPU Usage %,0.8996480305989584
HOST-115AF0E56D335A15,2025-04-26 13:33:00,Disk Usage %,40.0182991027832
HOST-115AF0E56D335A15,2025-04-26 13:33:00,Memory Usage %,37.771402994791664
HOST-115AF0E56D335A15,2025-04-26 13:33:00,readOps Usage %,0.01667500411470731
HOST-115AF0E56D335A15,2025-04-26 13:33:00,writeOps Usage %,6.090805424584283
HOST-115AF0E56D335A15,2025-04-26 13:34:00,CPU Usage %,2.2590738932291665
HOST-115AF0E56D335A15,2025-04-26 13:34:00,Disk Usage %,40.01930830213759
HOST-115AF0E56D335A15,2025-04-26 13:34:00,Memory Usage %,37.8022206624349
HOST-115AF0E56D335A15,2025-04-26 13:34:00,readOps Usage %,0.18365949392318726
HOST-115AF0E56D335A15,2025-04-26 13:34:00,writeOps Usage %,9.765841166178385
HOST-115AF0E56D335A15,2025-04-26 13:35:00,CPU Usage %,1.4231363932291667
HOST-115AF0E56D335A15,2025-04-26 13:35:00,Disk Usage %,40.02003733317057
HOST-115AF0E56D335A15,2025-04-26 13:35:00,Memory Usage %,37.81963602701823
HOST-115AF0E56D335A15,2025-04-26 13:35:00,readOps Usage %,0.008245110511779785
HOST-115AF0E56D335A15,2025-04-26 13:35:00,writeOps Usage %,6.498690207799275
HOST-115AF0E56D335A15,2025-04-26 13:36:00,CPU Usage %,4.892069498697917
HOST-115AF0E56D335A15,2025-04-26 13:36:00,Disk Usage %,40.022682189941406
HOST-115AF0E56D335A15,2025-04-26 13:36:00,Memory Usage %,37.87987263997396
HOST-115AF0E56D335A15,2025-04-26 13:36:00,readOps Usage %,0.05100479225317637
HOST-115AF0E56D335A15,2025-04-26 13:36:00,writeOps Usage %,8.3287366827329
HOST-115AF0E56D335A15,2025-04-26 13:37:00,CPU Usage %,3.398956298828125
HOST-115AF0E56D335A15,2025-04-26 13:37:00,Disk Usage %,40.02227698432075
HOST-115AF0E56D335A15,2025-04-26 13:37:00,Memory Usage %,38.08137512207031
HOST-115AF0E56D335A15,2025-04-26 13:37:00,readOps Usage %,0.22750096023082733
HOST-115AF0E56D335A15,2025-04-26 13:37:00,writeOps Usage %,10.561051262749565
HOST-115AF0E56D335A15,2025-04-26 13:38:00,CPU Usage %,2.1919657389322915
HOST-115AF0E56D335A15,2025-04-26 13:38:00,Disk Usage %,40.02008650037977
HOST-115AF0E56D335A15,2025-04-26 13:38:00,Memory Usage %,38.100606282552086
HOST-115AF0E56D335A15,2025-04-26 13:38:00,readOps Usage %,0.08443093299865723
HOST-115AF0E56D335A15,2025-04-26 13:38:00,writeOps Usage %,13.072091420491537
HOST-115AF0E56D335A15,2025-04-26 13:39:00,CPU Usage %,1.3289896647135417
HOST-115AF0E56D335A15,2025-04-26 13:39:00,Disk Usage %,40.0210215250651
HOST-115AF0E56D335A15,2025-04-26 13:39:00,Memory Usage %,38.00892130533854
HOST-115AF0E56D335A15,2025-04-26 13:39:00,readOps Usage %,0.0
HOST-115AF0E56D335A15,2025-04-26 13:39:00,writeOps Usage %,6.157963222927517
HOST-115AF0E56D335A15,2025-04-26 13:40:00,CPU Usage %,0.9608154296875
HOST-115AF0E56D335A15,2025-04-26 13:40:00,Disk Usage %,40.02144114176432
HOST-115AF0E56D335A15,2025-04-26 13:40:00,Memory Usage %,38.0059814453125
HOST-115AF0E56D335A15,2025-04-26 13:40:00,readOps Usage %,0.016596959282954533
HOST-115AF0E56D335A15,2025-04-26 13:40:00,writeOps Usage %,5.456911034054226
HOST-115AF0E56D335A15,2025-04-26 13:41:00,CPU Usage %,0.9492899576822916
HOST-115AF0E56D335A15,2025-04-26 13:41:00,Disk Usage %,40.02361170450846
HOST-115AF0E56D335A15,2025-04-26 13:41:00,Memory Usage %,38.02686055501302
HOST-115AF0E56D335A15,2025-04-26 13:41:00,readOps Usage %,0.10835231343905131
HOST-115AF0E56D335A15,2025-04-26 13:41:00,writeOps Usage %,5.467699156867133
HOST-115AF0E56D335A15,2025-04-26 13:42:00,CPU Usage %,0.8050130208333334
HOST-115AF0E56D335A15,2025-04-26 13:42:00,Disk Usage %,40.024952782524956
HOST-115AF0E56D335A15,2025-04-26 13:42:00,Memory Usage %,38.058929443359375
HOST-115AF0E56D335A15,2025-04-26 13:42:00,readOps Usage %,0.3001609643300374
HOST-115AF0E56D335A15,2025-04-26 13:42:00,writeOps Usage %,6.224404692649841
HOST-115AF0E56D335A15,2025-04-26 13:43:00,CPU Usage %,0.6779378255208334
HOST-115AF0E56D335A15,2025-04-26 13:43:00,Disk Usage %,40.02265548706055
HOST-115AF0E56D335A15,2025-04-26 13:43:00,Memory Usage %,38.06468709309896
HOST-115AF0E56D335A15,2025-04-26 13:43:00,readOps Usage %,0.10000334183375041
HOST-115AF0E56D335A15,2025-04-26 13:43:00,writeOps Usage %,4.622631788253784
HOST-115AF0E56D335A15,2025-04-26 13:44:00,CPU Usage %,1.6178792317708333
HOST-115AF0E56D335A15,2025-04-26 13:44:00,Disk Usage %,40.02351506551107
HOST-115AF0E56D335A15,2025-04-26 13:44:00,Memory Usage %,38.00958760579427
HOST-115AF0E56D335A15,2025-04-26 13:44:00,readOps Usage %,0.0
HOST-115AF0E56D335A15,2025-04-26 13:44:00,writeOps Usage %,7.938549465603299
HOST-115AF0E56D335A15,2025-04-26 13:45:00,CPU Usage %,2.1444295247395835
HOST-115AF0E56D335A15,2025-04-26 13:45:00,Disk Usage %,40.023933834499786
HOST-115AF0E56D335A15,2025-04-26 13:45:00,Memory Usage %,38.04157002766927
HOST-115AF0E56D335A15,2025-04-26 13:45:00,readOps Usage %,0.008321683232982954
HOST-115AF0E56D335A15,2025-04-26 13:45:00,writeOps Usage %,8.068544175889757
HOST-115AF0E56D335A15,2025-04-26 13:46:00,CPU Usage %,3.071044921875
HOST-115AF0E56D335A15,2025-04-26 13:46:00,Disk Usage %,40.02567460801867
HOST-115AF0E56D335A15,2025-04-26 13:46:00,Memory Usage %,38.04411824544271
HOST-115AF0E56D335A15,2025-04-26 13:46:00,readOps Usage %,0.00825572945177555
HOST-115AF0E56D335A15,2025-04-26 13:46:00,writeOps Usage %,8.198402030600443
HOST-115AF0E56D335A15,2025-04-26 13:47:00,CPU Usage %,4.6605224609375
HOST-115AF0E56D335A15,2025-04-26 13:47:00,Disk Usage %,40.02534061008029
HOST-115AF0E56D335A15,2025-04-26 13:47:00,Memory Usage %,38.017974853515625
HOST-115AF0E56D335A15,2025-04-26 13:47:00,readOps Usage %,0.2885891894499461
HOST-115AF0E56D335A15,2025-04-26 13:47:00,writeOps Usage %,122.53004021114772
HOST-115AF0E56D335A15,2025-04-26 13:48:00,CPU Usage %,0.9654947916666666
HOST-115AF0E56D335A15,2025-04-26 13:48:00,Disk Usage %,40.02346589830187
HOST-115AF0E56D335A15,2025-04-26 13:48:00,Memory Usage %,37.9947255452474
HOST-115AF0E56D335A15,2025-04-26 13:48:00,readOps Usage %,0.016705088317394257
HOST-115AF0E56D335A15,2025-04-26 13:48:00,writeOps Usage %,5.8686628341674805
HOST-115AF0E56D335A15,2025-04-26 13:49:00,CPU Usage %,1.4204203287760417
HOST-115AF0E56D335A15,2025-04-26 13:49:00,Disk Usage %,40.02432378133138
HOST-115AF0E56D335A15,2025-04-26 13:49:00,Memory Usage %,37.984598795572914
HOST-115AF0E56D335A15,2025-04-26 13:49:00,readOps Usage %,0.08921899729304844
HOST-115AF0E56D335A15,2025-04-26 13:49:00,writeOps Usage %,7.104482120937771
HOST-115AF0E56D335A15,2025-04-26 13:50:00,CPU Usage %,1.1244099934895833
HOST-115AF0E56D335A15,2025-04-26 13:50:00,Disk Usage %,40.02475950453016
HOST-115AF0E56D335A15,2025-04-26 13:50:00,Memory Usage %,37.98999532063802
HOST-115AF0E56D335A15,2025-04-26 13:50:00,readOps Usage %,0.08329135759009255
HOST-115AF0E56D335A15,2025-04-26 13:50:00,writeOps Usage %,4.548034032185872
HOST-115AF0E56D335A15,2025-04-26 13:51:00,CPU Usage %,1.1486307779947917
HOST-115AF0E56D335A15,2025-04-26 13:51:00,Disk Usage %,40.02649222479926
HOST-115AF0E56D335A15,2025-04-26 13:51:00,Memory Usage %,37.99382019042969
HOST-115AF0E56D335A15,2025-04-26 13:51:00,readOps Usage %,0.0
HOST-115AF0E56D335A15,2025-04-26 13:51:00,writeOps Usage %,5.811296515994602
HOST-115AF0E56D335A15,2025-04-26 13:52:00,CPU Usage %,2.0278523763020835
HOST-115AF0E56D335A15,2025-04-26 13:52:00,Disk Usage %,40.02555296156141
HOST-115AF0E56D335A15,2025-04-26 13:52:00,Memory Usage %,38.02554829915365
HOST-115AF0E56D335A15,2025-04-26 13:52:00,readOps Usage %,0.21667740411228606
HOST-115AF0E56D335A15,2025-04-26 13:52:00,writeOps Usage %,6.391408708360459
HOST-115AF0E56D335A15,2025-04-26 13:53:00,CPU Usage %,1.397552490234375
HOST-115AF0E56D335A15,2025-04-26 13:53:00,Disk Usage %,40.0230335659451
HOST-115AF0E56D335A15,2025-04-26 13:53:00,Memory Usage %,38.04492696126302
HOST-115AF0E56D335A15,2025-04-26 13:53:00,readOps Usage %,0.09158757328987122
HOST-115AF0E56D335A15,2025-04-26 13:53:00,writeOps Usage %,7.457779142591687
HOST-115AF0E56D335A15,2025-04-26 13:54:00,CPU Usage %,1.1292622884114583
HOST-115AF0E56D335A15,2025-04-26 13:54:00,Disk Usage %,40.023064083523224
HOST-115AF0E56D335A15,2025-04-26 13:54:00,Memory Usage %,38.02413431803385
HOST-115AF0E56D335A15,2025-04-26 13:54:00,readOps Usage %,0.0
HOST-115AF0E56D335A15,2025-04-26 13:54:00,writeOps Usage %,5.669561545054118
HOST-115AF0E56D335A15,2025-04-26 13:55:00,CPU Usage %,1.16650390625
HOST-115AF0E56D335A15,2025-04-26 13:55:00,Disk Usage %,40.024177975124786
HOST-115AF0E56D335A15,2025-04-26 13:55:00,Memory Usage %,38.01042683919271
HOST-115AF0E56D335A15,2025-04-26 13:55:00,readOps Usage %,0.02502252161502838
HOST-115AF0E56D335A15,2025-04-26 13:55:00,writeOps Usage %,4.838994105656941
HOST-115AF0E56D335A15,2025-04-26 13:56:00,CPU Usage %,3.3553670247395835
HOST-115AF0E56D335A15,2025-04-26 13:56:00,Disk Usage %,40.02966096666125
HOST-115AF0E56D335A15,2025-04-26 13:56:00,Memory Usage %,38.02144877115885
HOST-115AF0E56D335A15,2025-04-26 13:56:00,readOps Usage %,0.028121458159552682
HOST-115AF0E56D335A15,2025-04-26 13:56:00,writeOps Usage %,6.245443556043836
HOST-115AF0E56D335A15,2025-04-26 13:57:00,CPU Usage %,0.7332356770833334
HOST-115AF0E56D335A15,2025-04-26 13:57:00,Disk Usage %,40.02922693888346
HOST-115AF0E56D335A15,2025-04-26 13:57:00,Memory Usage %,38.03442891438802
HOST-115AF0E56D335A15,2025-04-26 13:57:00,readOps Usage %,0.2999527057011922
HOST-115AF0E56D335A15,2025-04-26 13:57:00,writeOps Usage %,5.946863704257541
HOST-115AF0E56D335A15,2025-04-26 13:58:00,CPU Usage %,0.940216064453125
HOST-115AF0E56D335A15,2025-04-26 13:58:00,Disk Usage %,40.026865217420784
HOST-115AF0E56D335A15,2025-04-26 13:58:00,Memory Usage %,38.04426574707031
HOST-115AF0E56D335A15,2025-04-26 13:58:00,readOps Usage %,0.08356732130050659
HOST-115AF0E56D335A15,2025-04-26 13:58:00,writeOps Usage %,5.073665844069587
HOST-115AF0E56D335A15,2025-04-26 13:59:00,CPU Usage %,0.8105265299479166
HOST-115AF0E56D335A15,2025-04-26 13:59:00,Disk Usage %,40.02778413560656
HOST-115AF0E56D335A15,2025-04-26 13:59:00,Memory Usage %,38.02410380045573
HOST-115AF0E56D335A15,2025-04-26 13:59:00,readOps Usage %,0.0
HOST-115AF0E56D335A15,2025-04-26 13:59:00,writeOps Usage %,5.782171434826321
HOST-115AF0E56D335A15,2025-04-26 14:00:00,CPU Usage %,2.731353759765625
HOST-115AF0E56D335A15,2025-04-26 14:00:00,Disk Usage %,40.02823172675239
HOST-115AF0E56D335A15,2025-04-26 14:00:00,Memory Usage %,38.01602681477865
HOST-115AF0E56D335A15,2025-04-26 14:00:00,readOps Usage %,0.0
